"","network_name","network","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"196","ml_papapa_pp_0.01_049_.mpx","papapa","0.01","049",0.2,200,284,265,0
"197","ml_papapa_pp_0.01_050_.mpx","papapa","0.01","050",0.02,20,51,42,0
"198","ml_papapa_pp_0.01_050_.mpx","papapa","0.01","050",0.05,50,99,88,0
"199","ml_papapa_pp_0.01_050_.mpx","papapa","0.01","050",0.1,100,166,153,0
"200","ml_papapa_pp_0.01_050_.mpx","papapa","0.01","050",0.2,200,285,270,0
"201","ml_papapa_pp_0.01_051_.mpx","papapa","0.01","051",0.02,20,87,57,0
"202","ml_papapa_pp_0.01_051_.mpx","papapa","0.01","051",0.05,50,133,101,0
"203","ml_papapa_pp_0.01_051_.mpx","papapa","0.01","051",0.1,100,194,162,0
"204","ml_papapa_pp_0.01_051_.mpx","papapa","0.01","051",0.2,200,314,281,0
"205","ml_papapa_pp_0.01_052_.mpx","papapa","0.01","052",0.02,20,64,44,0
"206","ml_papapa_pp_0.01_052_.mpx","papapa","0.01","052",0.05,50,111,87,0
"207","ml_papapa_pp_0.01_052_.mpx","papapa","0.01","052",0.1,100,178,151,0
"208","ml_papapa_pp_0.01_052_.mpx","papapa","0.01","052",0.2,200,296,267,0
"209","ml_papapa_pp_0.01_053_.mpx","papapa","0.01","053",0.02,20,51,36,0
"210","ml_papapa_pp_0.01_053_.mpx","papapa","0.01","053",0.05,50,97,79,0
"211","ml_papapa_pp_0.01_053_.mpx","papapa","0.01","053",0.1,100,161,142,0
"212","ml_papapa_pp_0.01_053_.mpx","papapa","0.01","053",0.2,200,286,266,0
"213","ml_papapa_pp_0.01_054_.mpx","papapa","0.01","054",0.02,20,53,42,0
"214","ml_papapa_pp_0.01_054_.mpx","papapa","0.01","054",0.05,50,101,87,0
"215","ml_papapa_pp_0.01_054_.mpx","papapa","0.01","054",0.1,100,171,155,0
"216","ml_papapa_pp_0.01_054_.mpx","papapa","0.01","054",0.2,200,280,264,0
"217","ml_papapa_pp_0.01_055_.mpx","papapa","0.01","055",0.02,20,53,37,0
"218","ml_papapa_pp_0.01_055_.mpx","papapa","0.01","055",0.05,50,104,83,0
"219","ml_papapa_pp_0.01_055_.mpx","papapa","0.01","055",0.1,100,175,152,0
"220","ml_papapa_pp_0.01_055_.mpx","papapa","0.01","055",0.2,200,299,270,0
"221","ml_papapa_pp_0.01_056_.mpx","papapa","0.01","056",0.02,20,46,33,0
"222","ml_papapa_pp_0.01_056_.mpx","papapa","0.01","056",0.05,50,84,70,0
"223","ml_papapa_pp_0.01_056_.mpx","papapa","0.01","056",0.1,100,155,137,0
"224","ml_papapa_pp_0.01_056_.mpx","papapa","0.01","056",0.2,200,274,256,0
"225","ml_papapa_pp_0.01_057_.mpx","papapa","0.01","057",0.02,20,70,53,0
"226","ml_papapa_pp_0.01_057_.mpx","papapa","0.01","057",0.05,50,120,103,0
"227","ml_papapa_pp_0.01_057_.mpx","papapa","0.01","057",0.1,100,182,164,0
"228","ml_papapa_pp_0.01_057_.mpx","papapa","0.01","057",0.2,200,300,279,0
"229","ml_papapa_pp_0.01_058_.mpx","papapa","0.01","058",0.02,20,63,44,0
"230","ml_papapa_pp_0.01_058_.mpx","papapa","0.01","058",0.05,50,112,90,0
"231","ml_papapa_pp_0.01_058_.mpx","papapa","0.01","058",0.1,100,176,153,0
"232","ml_papapa_pp_0.01_058_.mpx","papapa","0.01","058",0.2,200,293,269,0
"233","ml_papapa_pp_0.01_059_.mpx","papapa","0.01","059",0.02,20,47,34,0
"234","ml_papapa_pp_0.01_059_.mpx","papapa","0.01","059",0.05,50,94,77,0
"235","ml_papapa_pp_0.01_059_.mpx","papapa","0.01","059",0.1,100,165,145,0
"236","ml_papapa_pp_0.01_059_.mpx","papapa","0.01","059",0.2,200,291,268,0
"237","ml_papapa_pp_0.01_060_.mpx","papapa","0.01","060",0.02,20,67,43,0
"238","ml_papapa_pp_0.01_060_.mpx","papapa","0.01","060",0.05,50,116,88,0
"239","ml_papapa_pp_0.01_060_.mpx","papapa","0.01","060",0.1,100,178,145,0
"240","ml_papapa_pp_0.01_060_.mpx","papapa","0.01","060",0.2,200,292,257,0
"241","ml_papapa_pp_0.01_061_.mpx","papapa","0.01","061",0.02,20,52,41,0
"242","ml_papapa_pp_0.01_061_.mpx","papapa","0.01","061",0.05,50,108,88,0
"243","ml_papapa_pp_0.01_061_.mpx","papapa","0.01","061",0.1,100,175,153,0
"244","ml_papapa_pp_0.01_061_.mpx","papapa","0.01","061",0.2,200,285,263,0
"245","ml_papapa_pp_0.01_062_.mpx","papapa","0.01","062",0.02,20,44,35,0
"246","ml_papapa_pp_0.01_062_.mpx","papapa","0.01","062",0.05,50,90,80,0
"247","ml_papapa_pp_0.01_062_.mpx","papapa","0.01","062",0.1,100,160,150,0
"248","ml_papapa_pp_0.01_062_.mpx","papapa","0.01","062",0.2,200,282,270,0
"249","ml_papapa_pp_0.01_063_.mpx","papapa","0.01","063",0.02,20,46,37,0
"250","ml_papapa_pp_0.01_063_.mpx","papapa","0.01","063",0.05,50,93,81,0
"251","ml_papapa_pp_0.01_063_.mpx","papapa","0.01","063",0.1,100,165,149,0
"252","ml_papapa_pp_0.01_063_.mpx","papapa","0.01","063",0.2,200,285,267,0
"253","ml_papapa_pp_0.01_064_.mpx","papapa","0.01","064",0.02,20,60,43,0
"254","ml_papapa_pp_0.01_064_.mpx","papapa","0.01","064",0.05,50,108,88,0
"255","ml_papapa_pp_0.01_064_.mpx","papapa","0.01","064",0.1,100,174,151,0
"256","ml_papapa_pp_0.01_064_.mpx","papapa","0.01","064",0.2,200,290,267,0
"257","ml_papapa_pp_0.01_065_.mpx","papapa","0.01","065",0.02,20,57,47,0
"258","ml_papapa_pp_0.01_065_.mpx","papapa","0.01","065",0.05,50,104,92,0
"259","ml_papapa_pp_0.01_065_.mpx","papapa","0.01","065",0.1,100,177,160,0
